"","DateTime","Lat","Long","date","time","rest","graze","walk","sum","timediff_mins","distprev","distnext","bearingprev","bearingnext","turnangle","UTM_X","UTM_Y","distAB","distBC","distAC","turnangleUTM","PctGrz","PctRest","GrzBin","velo_mpmin","velo_flag","ta_flag","veloflag2","tot_flag","DateTime_Char"
"1",2019-07-31 07:41:00,43.318822,-105.186738,"7/31/2019","7:41",65,0,0,65,5,0,0,180,0,180,484858.224628773,4796237.35547904,NA,0,NA,180,0,1,0,0,0,0,0,0,"2019-07-31 07:41:00"
"2",2019-07-31 07:46:00,43.318822,-105.186738,"7/31/2019","7:46",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:46:00"
"3",2019-07-31 07:51:00,43.318822,-105.186738,"7/31/2019","7:51",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:51:00"
"4",2019-07-31 07:56:00,43.318822,-105.186738,"7/31/2019","7:56",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:56:00"
"5",2019-07-31 08:01:00,43.318822,-105.186738,"7/31/2019","8:01",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:01:00"
"6",2019-07-31 08:06:00,43.318822,-105.186738,"7/31/2019","8:06",73,1,1,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0.0133333333333333,0.973333333333333,0,0,0,0,0,0,"2019-07-31 08:06:00"
"7",2019-07-31 08:11:00,43.318822,-105.186738,"7/31/2019","8:11",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:11:00"
"8",2019-07-31 08:16:00,43.318822,-105.186738,"7/31/2019","8:16",75,0,0,75,5,0,0,0,0,0,484858.224628773,4796237.35547904,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:16:00"
"9",2019-07-31 08:21:00,43.318822,-105.186738,"7/31/2019","8:21",72,2,1,75,5,0,3466.01821301724,0,268.118334243498,91.8816657565023,484858.224628773,4796237.35547904,0,3470.0977101367,3470.0977101367,180,0.0266666666666667,0.96,0,0,0,0,1,1,"2019-07-31 08:21:00"
"10",2019-07-31 08:26:00,43.31984,-105.143965,"7/31/2019","8:26",75,0,0,75,5,3466.01821301724,1860.40469956505,268.118334243498,261.87844830105,6.23988594244724,488326.69727822,4796343.54209746,3470.0977101367,1862.46758054097,5325.3124320647,173.675636059799,0,1,0,693.203642603447,1,0,2,2,"2019-07-31 08:26:00"
"11",2019-07-31 08:31:00,43.322207,-105.121225,"7/31/2019","8:31",30,37,8,75,5,1860.40469956505,0,261.87844830105,0,98.1215516989495,490170.936252599,4796603.48073242,1862.46758054097,0,1862.46758054097,180,0.493333333333333,0.4,0,372.080939913011,1,0,1,1,"2019-07-31 08:31:00"
"12",2019-07-31 08:36:00,43.322207,-105.121225,"7/31/2019","8:36",13,57,5,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0.76,0.173333333333333,1,0,0,0,0,0,"2019-07-31 08:36:00"
"13",2019-07-31 08:41:00,43.322207,-105.121225,"7/31/2019","8:41",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:41:00"
"14",2019-07-31 08:46:00,43.322207,-105.121225,"7/31/2019","8:46",70,6,0,76,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0.0789473684210526,0.921052631578947,0,0,0,0,0,0,"2019-07-31 08:46:00"
"15",2019-07-31 08:51:00,43.322207,-105.121225,"7/31/2019","8:51",73,2,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0.0266666666666667,0.973333333333333,0,0,0,0,0,0,"2019-07-31 08:51:00"
"16",2019-07-31 08:56:00,43.322207,-105.121225,"7/31/2019","8:56",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:56:00"
"17",2019-07-31 09:01:00,43.322207,-105.121225,"7/31/2019","9:01",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:01:00"
"18",2019-07-31 09:06:00,43.322207,-105.121225,"7/31/2019","9:06",69,4,2,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0.0533333333333333,0.92,0,0,0,0,0,0,"2019-07-31 09:06:00"
"19",2019-07-31 09:11:00,43.322207,-105.121225,"7/31/2019","9:11",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:11:00"
"20",2019-07-31 09:16:00,43.322207,-105.121225,"7/31/2019","9:16",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:16:00"
"21",2019-07-31 09:21:00,43.322207,-105.121225,"7/31/2019","9:21",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:21:00"
"22",2019-07-31 09:26:00,43.322207,-105.121225,"7/31/2019","9:26",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:26:00"
"23",2019-07-31 09:31:00,43.322207,-105.121225,"7/31/2019","9:31",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:31:00"
"24",2019-07-31 09:36:00,43.322207,-105.121225,"7/31/2019","9:36",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:36:00"
"25",2019-07-31 09:41:00,43.322207,-105.121225,"7/31/2019","9:41",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:41:00"
"26",2019-07-31 09:46:00,43.322207,-105.121225,"7/31/2019","9:46",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:46:00"
"27",2019-07-31 09:51:00,43.322207,-105.121225,"7/31/2019","9:51",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:51:00"
"28",2019-07-31 09:56:00,43.322207,-105.121225,"7/31/2019","9:56",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 09:56:00"
"29",2019-07-31 10:01:00,43.322207,-105.121225,"7/31/2019","10:01",74,1,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0.0133333333333333,0.986666666666667,0,0,0,0,0,0,"2019-07-31 10:01:00"
"30",2019-07-31 10:05:00,43.322207,-105.121225,"7/31/2019","10:05",60,0,0,60,4,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:05:00"
"31",2019-07-31 10:10:00,43.322207,-105.121225,"7/31/2019","10:10",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:10:00"
"32",2019-07-31 10:15:00,43.322207,-105.121225,"7/31/2019","10:15",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:15:00"
"33",2019-07-31 10:20:00,43.322207,-105.121225,"7/31/2019","10:20",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:20:00"
"34",2019-07-31 10:25:00,43.322207,-105.121225,"7/31/2019","10:25",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:25:00"
"35",2019-07-31 10:30:00,43.322207,-105.121225,"7/31/2019","10:30",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:30:00"
"36",2019-07-31 10:35:00,43.322207,-105.121225,"7/31/2019","10:35",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:35:00"
"37",2019-07-31 10:40:00,43.322207,-105.121225,"7/31/2019","10:40",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:40:00"
"38",2019-07-31 10:45:00,43.322207,-105.121225,"7/31/2019","10:45",75,0,0,75,5,0,0,0,0,0,490170.936252599,4796603.48073242,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 10:45:00"
"39",2019-07-31 10:50:00,43.322207,-105.121225,"7/31/2019","10:50",75,0,0,75,5,0,103.59984156438,0,295.171826623465,64.8281733765352,490170.936252599,4796603.48073242,0,103.655090657629,103.655090657629,180,0,1,0,0,0,0,0,0,"2019-07-31 10:50:00"
"40",2019-07-31 10:55:00,43.32181,-105.120068,"7/31/2019","10:55",63,8,5,76,5,103.59984156438,53.9300361742331,295.171826623465,318.427085856965,23.2552592334999,490264.683774612,4796559.25653163,103.655090657629,53.8860047065132,154.633955321451,156.695789698025,0.105263157894737,0.828947368421053,0,20.7199683128759,0,0,0,0,"2019-07-31 10:55:00"
"41",2019-07-31 11:00:00,43.321447,-105.119627,"7/31/2019","11:00",13,42,20,75,5,53.9300361742331,15.798735517134,318.427085856965,350.525622303741,32.0985364467759,490300.383055054,4796518.89240301,53.8860047065132,15.7626696637469,67.7588391194745,147.854827740853,0.56,0.173333333333333,1,10.7860072348466,0,0,0,0,"2019-07-31 11:00:00"
