"","DateTime","Lat","Long","date","time","rest","graze","walk","sum","timediff_mins","distprev","distnext","bearingprev","bearingnext","turnangle","UTM_X","UTM_Y","distAB","distBC","distAC","turnangleUTM","PctGrz","PctRest","GrzBin","velo_mpmin","velo_flag","ta_flag","veloflag2","tot_flag","DateTime_Char"
"1",2019-07-31 08:10:00,43.318873,-105.186723,"7/31/2019","8:10",68,1,1,70,5,0,0,180,0,180,484859.453577259,4796243.01654144,NA,0,NA,180,0.0142857142857143,0.971428571428571,0,0,0,0,0,0,"2019-07-31 08:10:00"
"2",2019-07-31 08:15:00,43.318873,-105.186723,"7/31/2019","8:15",75,0,0,75,5,0,0,0,0,0,484859.453577259,4796243.01654144,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:15:00"
"3",2019-07-31 08:20:00,43.318873,-105.186723,"7/31/2019","8:20",73,1,1,75,5,0,0,0,0,0,484859.453577259,4796243.01654144,0,0,0,180,0.0133333333333333,0.973333333333333,0,0,0,0,0,0,"2019-07-31 08:20:00"
"4",2019-07-31 08:25:00,43.318873,-105.186723,"7/31/2019","8:25",75,0,0,75,5,0,3692.80419726795,0,268.376698245929,91.6233017540713,484859.453577259,4796243.01654144,0,3697.1541139054,3697.1541139054,180,0,1,0,0,0,0,1,1,"2019-07-31 08:25:00"
"5",2019-07-31 08:30:00,43.319807,-105.141145,"7/31/2019","8:30",41,20,14,75,5,3692.80419726795,1640.88445813164,268.376698245929,260.996730868229,7.37996737769976,488555.348867446,4796339.48698219,3697.1541139054,1642.67726881069,5330.32140871806,172.533992472264,0.266666666666667,0.546666666666667,0,738.560839453591,1,0,2,2,"2019-07-31 08:30:00"
"6",2019-07-31 08:35:00,43.32212,-105.121135,"7/31/2019","8:35",0,51,24,75,5,1640.88445813164,0,260.996730868229,0,99.0032691317711,490178.219542827,4796593.8083939,1642.67726881069,0,1642.67726881069,180,0.68,0,1,328.176891626329,1,0,1,1,"2019-07-31 08:35:00"
"7",2019-07-31 08:40:00,43.32212,-105.121135,"7/31/2019","8:40",72,3,0,75,5,0,0,0,0,0,490178.219542827,4796593.8083939,0,0,0,180,0.04,0.96,0,0,0,0,0,0,"2019-07-31 08:40:00"
"8",2019-07-31 08:45:00,43.32212,-105.121135,"7/31/2019","8:45",68,7,0,75,5,0,0,0,0,0,490178.219542827,4796593.8083939,0,0,0,180,0.0933333333333333,0.906666666666667,0,0,0,0,0,0,"2019-07-31 08:45:00"
"9",2019-07-31 08:50:00,43.32212,-105.121135,"7/31/2019","8:50",71,4,0,75,5,0,0,0,0,0,490178.219542827,4796593.8083939,0,0,0,180,0.0533333333333333,0.946666666666667,0,0,0,0,0,0,"2019-07-31 08:50:00"
"10",2019-07-31 08:55:00,43.32212,-105.121135,"7/31/2019","8:55",75,0,0,75,5,0,0,0,0,0,490178.219542827,4796593.8083939,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:55:00"
