"","DateTime","Lat","Long","date","time","rest","graze","walk","sum","timediff_mins","distprev","distnext","bearingprev","bearingnext","turnangle","UTM_X","UTM_Y","distAB","distBC","distAC","turnangleUTM","PctGrz","PctRest","GrzBin","velo_mpmin","velo_flag","ta_flag","veloflag2","tot_flag","DateTime_Char"
"1",2019-07-31 07:27:00,43.31887,-105.18669,"7/31/2019","7:27",62,0,0,62,5,0,0,180,0,180,484862.128657857,4796242.67739565,NA,0,NA,180,0,1,0,0,0,0,0,0,"2019-07-31 07:27:00"
"2",2019-07-31 07:32:00,43.31887,-105.18669,"7/31/2019","7:32",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:32:00"
"3",2019-07-31 07:37:00,43.31887,-105.18669,"7/31/2019","7:37",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:37:00"
"4",2019-07-31 07:42:00,43.31887,-105.18669,"7/31/2019","7:42",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:42:00"
"5",2019-07-31 07:47:00,43.31887,-105.18669,"7/31/2019","7:47",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:47:00"
"6",2019-07-31 07:52:00,43.31887,-105.18669,"7/31/2019","7:52",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:52:00"
"7",2019-07-31 07:57:00,43.31887,-105.18669,"7/31/2019","7:57",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 07:57:00"
"8",2019-07-31 08:02:00,43.31887,-105.18669,"7/31/2019","8:02",68,5,2,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0.0666666666666667,0.906666666666667,0,0,0,0,0,0,"2019-07-31 08:02:00"
"9",2019-07-31 08:07:00,43.31887,-105.18669,"7/31/2019","8:07",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:07:00"
"10",2019-07-31 08:12:00,43.31887,-105.18669,"7/31/2019","8:12",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:12:00"
"11",2019-07-31 08:17:00,43.31887,-105.18669,"7/31/2019","8:17",75,0,0,75,5,0,0,0,0,0,484862.128657857,4796242.67739565,0,0,0,180,0,1,0,0,0,0,0,0,"2019-07-31 08:17:00"
"12",2019-07-31 08:22:00,43.31887,-105.18669,"7/31/2019","8:22",73,0,2,75,5,0,3597.54349862822,0,268.412281782628,91.587718217372,484862.128657857,4796242.67739565,0,3601.7816871682,3601.7816871682,180,0,0.973333333333333,0,0,0,0,1,1,"2019-07-31 08:22:00"
